pt_c,soc_c,llt_n,soc_n
10069574,10022891,Restriction endonuclease assay,Investigations
10070435,10022891,Unevaluable investigation,Investigations
10070747,10022891,False negative investigation result,Investigations
10070748,10022891,False positive investigation result,Investigations
10070900,10022891,Body fluid analysis,Investigations
10071743,10022891,Device function test,Investigations
10075166,10022891,Visual analogue scale,Investigations
10075368,10022891,Disability assessment scale,Investigations
10075369,10022891,Disability assessment scale score decreased,Investigations
10075370,10022891,Disability assessment scale score increased,Investigations
10075628,10022891,Polymerase chain reaction positive,Investigations
10076286,10022891,Device position test,Investigations
10078016,10022891,Cardiac clearance,Investigations
10078983,10022891,Unevaluable specimen,Investigations
10079597,10022891,Cancer staging,Investigations
10079875,10022891,Nutritional assessment,Investigations
10081753,10022891,SCORTEN score,Investigations
10082181,10022891,Misleading laboratory test result,Investigations
10082242,10022891,Geriatric assessment,Investigations
10082416,10022891,Investigation normal,Investigations
10082547,10022891,COPD assessment test,Investigations
10082846,10022891,Radiation contamination survey,Investigations
10083401,10022891,Ischaemia modified albumin elevated,Investigations
10085461,10022891,ATLAS score for Clostridium difficile infection,Investigations
10085741,10022891,Indeterminate investigation result,Investigations
10086489,10022891,Tumour response assessment,Investigations
10086509,10022891,Cancer screening,Investigations
10087036,10022891,Polymerase chain reaction negative,Investigations
10087288,10022891,Oncological evaluation,Investigations
10087921,10022891,Ligase chain reaction test,Investigations
10005422,10022891,Blood cholesterol,Investigations
10005423,10022891,Blood cholesterol abnormal,Investigations
10005424,10022891,Blood cholesterol decreased,Investigations
10005425,10022891,Blood cholesterol increased,Investigations
10005426,10022891,Blood cholesterol normal,Investigations
10020050,10022891,High density lipoprotein,Investigations
10020051,10022891,High density lipoprotein abnormal,Investigations
10020060,10022891,High density lipoprotein decreased,Investigations
10020061,10022891,High density lipoprotein increased,Investigations
10020062,10022891,High density lipoprotein normal,Investigations
10024900,10022891,Low density lipoprotein,Investigations
10024901,10022891,Low density lipoprotein abnormal,Investigations
10024909,10022891,Low density lipoprotein decreased,Investigations
10024910,10022891,Low density lipoprotein increased,Investigations
10024911,10022891,Low density lipoprotein normal,Investigations
10047351,10022891,Very low density lipoprotein,Investigations
10047352,10022891,Very low density lipoprotein abnormal,Investigations
10047360,10022891,Very low density lipoprotein decreased,Investigations
10047361,10022891,Very low density lipoprotein increased,Investigations
10047362,10022891,Very low density lipoprotein normal,Investigations
10049030,10022891,LDL/HDL ratio increased,Investigations
10051598,10022891,Chylomicrons,Investigations
10052338,10022891,LDL/HDL ratio decreased,Investigations
10054009,10022891,Lipoprotein (a) increased,Investigations
10054020,10022891,Lipoprotein (a),Investigations
10054021,10022891,Lipoprotein (a) decreased,Investigations
10054022,10022891,Lipoprotein (a) normal,Investigations
10054023,10022891,Lipoprotein (a) abnormal,Investigations
10058630,10022891,Total cholesterol/HDL ratio increased,Investigations
10058631,10022891,Total cholesterol/HDL ratio decreased,Investigations
10058632,10022891,Total cholesterol/HDL ratio,Investigations
10058633,10022891,Total cholesterol/HDL ratio abnormal,Investigations
10058634,10022891,Total cholesterol/HDL ratio normal,Investigations
10059693,10022891,LDL/HDL ratio,Investigations
10063967,10022891,Non-high-density lipoprotein cholesterol increased,Investigations
10063984,10022891,Non-high-density lipoprotein cholesterol,Investigations
10064233,10022891,Chylomicron increased,Investigations
10064234,10022891,Chylomicron decreased,Investigations
10064235,10022891,Non-high-density lipoprotein cholesterol decreased,Investigations
10064236,10022891,Intermediate density lipoprotein increased,Investigations
10064237,10022891,Intermediate density lipoprotein decreased,Investigations
10064793,10022891,Cholesterol absorption efficiency decreased,Investigations
10071304,10022891,Blood cholesterol esterase increased,Investigations
10073041,10022891,Remnant-like lipoprotein particles increased,Investigations
10073042,10022891,Remnant-like lipoprotein particles,Investigations
10002984,10022891,Apolipoprotein A-I,Investigations
10002985,10022891,Apolipoprotein A-I abnormal,Investigations
10002986,10022891,Apolipoprotein A-I decreased,Investigations
10002988,10022891,Apolipoprotein A-I increased,Investigations
10002990,10022891,Apolipoprotein A-I normal,Investigations
10002991,10022891,Apolipoprotein A-II,Investigations
10002993,10022891,Apolipoprotein A-II decreased,Investigations
10002994,10022891,Apolipoprotein A-II increased,Investigations
10002995,10022891,Apolipoprotein A-II normal,Investigations
10002996,10022891,Apolipoprotein B,Investigations
10002997,10022891,Apolipoprotein B abnormal,Investigations
10002998,10022891,Apolipoprotein B decreased,Investigations
10003000,10022891,Apolipoprotein B increased,Investigations
10003002,10022891,Apolipoprotein B normal,Investigations
10007667,10022891,Carnitine abnormal,Investigations
10007668,10022891,Carnitine decreased,Investigations
10007669,10022891,Carnitine increased,Investigations
10007670,10022891,Carnitine normal,Investigations
10017349,10022891,Free fatty acids increased,Investigations
10024587,10022891,Lipids,Investigations
10024588,10022891,Lipids abnormal,Investigations
10024591,10022891,Lipids decreased,Investigations
10024592,10022891,Lipids increased,Investigations
10024593,10022891,Lipids normal,Investigations
10050733,10022891,Apolipoprotein B/Apolipoprotein A-1 ratio,Investigations
10056630,10022891,Apolipoprotein,Investigations
10056643,10022891,Apolipoprotein normal,Investigations
10056644,10022891,Apolipoprotein abnormal,Investigations
10056645,10022891,Apolipoprotein increased,Investigations
10056646,10022891,Apolipoprotein decreased,Investigations
10059952,10022891,Carnitine,Investigations
10061654,10022891,Apolipoprotein A-II abnormal,Investigations
10062727,10022891,Free fatty acids,Investigations
10063145,10022891,Apolipoprotein E abnormal,Investigations
10063986,10022891,Phytosterol level,Investigations
10063987,10022891,Phytosterol level increased,Investigations
10064002,10022891,Apolipoprotein C,Investigations
10064003,10022891,Apolipoprotein C abnormal,Investigations
10064796,10022891,Phytanic acid increased,Investigations
10064800,10022891,Serum pristanic acid increased,Investigations
10065365,10022891,Free fatty acids decreased,Investigations
10065511,10022891,Lecithin-cholesterol acyltransferase activity increased,Investigations
10065512,10022891,Lecithin-cholesterol acyltransferase activity decreased,Investigations
10065516,10022891,Apolipoprotein B/Apolipoprotein A-1 ratio increased,Investigations
10067237,10022891,Free fatty acids abnormal,Investigations
10067986,10022891,Apolipoprotein E,Investigations
10075563,10022891,Lipaemic index score,Investigations
10081354,10022891,Lipoprotein increased,Investigations
10081355,10022891,Lipoprotein abnormal,Investigations
10083834,10022891,Apolipoprotein E increased,Investigations
10005836,10022891,Blood triglycerides,Investigations
10005837,10022891,Blood triglycerides abnormal,Investigations
10005838,10022891,Blood triglycerides decreased,Investigations
10005839,10022891,Blood triglycerides increased,Investigations
10005840,10022891,Blood triglycerides normal,Investigations
10000456,10022891,Acid base balance,Investigations
10000457,10022891,Acid base balance abnormal,Investigations
10000458,10022891,Acid base balance normal,Investigations
10002522,10022891,Anion gap,Investigations
10002523,10022891,Anion gap abnormal,Investigations
10002526,10022891,Anion gap decreased,Investigations
10002528,10022891,Anion gap increased,Investigations
10002530,10022891,Anion gap normal,Investigations
10005357,10022891,Blood bicarbonate,Investigations
10005358,10022891,Blood bicarbonate abnormal,Investigations
10005359,10022891,Blood bicarbonate decreased,Investigations
10005360,10022891,Blood bicarbonate increased,Investigations
10005361,10022891,Blood bicarbonate normal,Investigations
10005537,10022891,Blood gases,Investigations
10005539,10022891,Blood gases abnormal,Investigations
10005540,10022891,Blood gases normal,Investigations
10005632,10022891,Blood lactic acid,Investigations
10005633,10022891,Blood lactic acid abnormal,Investigations
10005634,10022891,Blood lactic acid decreased,Investigations
10005635,10022891,Blood lactic acid increased,Investigations
10005636,10022891,Blood lactic acid normal,Investigations
10005705,10022891,Blood pH abnormal,Investigations
10005706,10022891,Blood pH decreased,Investigations
10005708,10022891,Blood pH increased,Investigations
10005709,10022891,Blood pH normal,Investigations
10007220,10022891,Carbon dioxide,Investigations
10007223,10022891,Carbon dioxide decreased,Investigations
10007225,10022891,Carbon dioxide increased,Investigations
10007228,10022891,Carbon dioxide normal,Investigations
10033316,10022891,Oxygen saturation,Investigations
10033317,10022891,Oxygen saturation abnormal,Investigations
10033318,10022891,Oxygen saturation decreased,Investigations
10033320,10022891,Oxygen saturation increased,Investigations
10033322,10022891,Oxygen saturation normal,Investigations
10034180,10022891,PCO2,Investigations
10034181,10022891,PCO2 decreased,Investigations
10034183,10022891,PCO2 increased,Investigations
10035766,10022891,PO2,Investigations
10035768,10022891,PO2 decreased,Investigations
10035769,10022891,PO2 increased,Investigations
10035770,10022891,PO2 normal,Investigations
10051197,10022891,Oxygen saturation immeasurable,Investigations
10058982,10022891,PCO2 abnormal,Investigations
10058983,10022891,PCO2 normal,Investigations
10059165,10022891,Oxygen consumption decreased,Investigations
10059167,10022891,Oxygen consumption,Investigations
10059168,10022891,Oxygen consumption increased,Investigations
10059961,10022891,Base excess,Investigations
10059993,10022891,Base excess increased,Investigations
10059994,10022891,Base excess decreased,Investigations
10060064,10022891,Urine lactic acid,Investigations
10060086,10022891,Urine lactic acid increased,Investigations
10060087,10022891,Urine lactic acid decreased,Investigations
10060912,10022891,Base excess positive,Investigations
10060915,10022891,Base excess negative,Investigations
10061346,10022891,pH body fluid,Investigations
10061357,10022891,pH body fluid normal,Investigations
10061724,10022891,Blood pH,Investigations
10062071,10022891,pH body fluid abnormal,Investigations
10062072,10022891,pH body fluid decreased,Investigations
10062073,10022891,pH body fluid increased,Investigations
10062087,10022891,PO2 abnormal,Investigations
10063336,10022891,Base excess abnormal,Investigations
10064156,10022891,Carbon dioxide abnormal,Investigations
10065413,10022891,PaO2/FiO2 ratio decreased,Investigations
10068417,10022891,Alveolar oxygen partial pressure,Investigations
10068418,10022891,Alveolar oxygen partial pressure increased,Investigations
10068419,10022891,Alveolar oxygen partial pressure decreased,Investigations
10068420,10022891,Alveolar oxygen partial pressure abnormal,Investigations
10068421,10022891,Venous oxygen partial pressure,Investigations
10068422,10022891,Venous oxygen partial pressure increased,Investigations
10068423,10022891,Venous oxygen partial pressure decreased,Investigations
10068424,10022891,Venous oxygen partial pressure abnormal,Investigations
10068425,10022891,Venous oxygen saturation,Investigations
10068426,10022891,Venous oxygen saturation increased,Investigations
10068427,10022891,Venous oxygen saturation decreased,Investigations
10068428,10022891,Venous oxygen saturation abnormal,Investigations
10068474,10022891,Venous oxygen saturation normal,Investigations
10071253,10022891,Alveolar-arterial oxygen gradient,Investigations
10071254,10022891,Alveolar-arterial oxygen gradient normal,Investigations
10071255,10022891,Alveolar-arterial oxygen gradient increased,Investigations
10077710,10022891,PaO2/FiO2 ratio,Investigations
10079539,10022891,Carbon dioxide combining power abnormal,Investigations
10079540,10022891,Carbon dioxide combining power decreased,Investigations
10079541,10022891,Carbon dioxide combining power increased,Investigations
10084783,10022891,Oxygenation index,Investigations
10088031,10022891,Oxygen combining power decreased,Investigations
10005553,10022891,Blood glucose,Investigations
10005554,10022891,Blood glucose abnormal,Investigations
10005555,10022891,Blood glucose decreased,Investigations
10005556,10022891,Blood glucose false positive,Investigations
10005557,10022891,Blood glucose increased,Investigations
10005558,10022891,Blood glucose normal,Investigations
10007218,10022891,Carbohydrate tolerance decreased,Investigations
10017393,10022891,Fructosamine,Investigations
10017394,10022891,Fructosamine decreased,Investigations
10017395,10022891,Fructosamine increased,Investigations
10017396,10022891,Fructosamine normal,Investigations
10017606,10022891,Galactose urine,Investigations
10017607,10022891,Galactose urine abnormal,Investigations
10017608,10022891,Galactose urine decreased,Investigations
10017609,10022891,Galactose urine increased,Investigations
10018428,10022891,Glucose tolerance decreased,Investigations
10018431,10022891,Glucose tolerance increased,Investigations
10018432,10022891,Glucose tolerance test,Investigations
10018433,10022891,Glucose tolerance test abnormal,Investigations
10018435,10022891,Glucose tolerance test normal,Investigations
10018471,10022891,Glycolysis increased,Investigations
10018480,10022891,Glycosylated haemoglobin,Investigations
10018481,10022891,Glycosylated haemoglobin abnormal,Investigations
10018482,10022891,Glycosylated haemoglobin decreased,Investigations
10018484,10022891,Glycosylated haemoglobin increased,Investigations
10018485,10022891,Glycosylated haemoglobin normal,Investigations
10046644,10022891,Urine glucose false positive,Investigations
10049803,10022891,Blood glucose fluctuation,Investigations
10052986,10022891,Lactose tolerance test,Investigations
10056561,10022891,Lactose tolerance test abnormal,Investigations
10056568,10022891,Lactose tolerance test normal,Investigations
10060022,10022891,Blood galactose,Investigations
10060036,10022891,Blood galactose normal,Investigations
10060037,10022891,Blood galactose abnormal,Investigations
10060038,10022891,Blood galactose increased,Investigations
10060039,10022891,Blood galactose decreased,Investigations
10063255,10022891,Fructose,Investigations
10063256,10022891,Fructose decreased,Investigations
10063257,10022891,Fructose increased,Investigations
10064232,10022891,Stool reducing substances increased,Investigations
10064424,10022891,Carbohydrate tolerance increased,Investigations
10065367,10022891,"Blood 1,5-anhydroglucitol decreased",Investigations
10069403,10022891,Insulin resistance test,Investigations
10078005,10022891,"Blood 1,5-anhydroglucitol test",Investigations
10078582,10022891,Indeterminate glucose tolerance,Investigations
10079764,10022891,Continuous glucose monitoring,Investigations
10079899,10022891,Stool reducing substances test,Investigations
10082834,10022891,Glycated albumin normal,Investigations
10082835,10022891,Glycated albumin,Investigations
10082836,10022891,Glycated albumin increased,Investigations
10082837,10022891,Glycated albumin decreased,Investigations
10087214,10022891,Glycated serum protein increased,Investigations
10019149,10022891,Haptoglobin abnormal,Investigations
10019150,10022891,Haptoglobin decreased,Investigations
10019152,10022891,Haptoglobin increased,Investigations
10019154,10022891,Haptoglobin normal,Investigations
10027494,10022891,Methaemoglobin urine,Investigations
10027499,10022891,Methaemoglobin urine absent,Investigations
10027500,10022891,Methaemoglobin urine present,Investigations
10036176,10022891,Porphobilinogen abnormal,Investigations
10046625,10022891,Urine delta aminolevulinate,Investigations
10046626,10022891,Urine delta aminolevulinate increased,Investigations
10046627,10022891,Urine delta aminolevulinate normal,Investigations
10046658,10022891,Urine porphobilinogen increased,Investigations
10046659,10022891,Urine porphobilinogen normal,Investigations
10049524,10022891,Coproporphyrinogen increased,Investigations
10050744,10022891,Haptoglobin,Investigations
10050928,10022891,Porphyria screen,Investigations
10057106,10022891,Blood methaemoglobin present,Investigations
10057157,10022891,Blood methaemoglobin,Investigations
10057158,10022891,Blood methaemoglobin absent,Investigations
10059910,10022891,Porphyrins urine,Investigations
10059911,10022891,Porphyrins urine normal,Investigations
10059912,10022891,Porphyrins urine abnormal,Investigations
10059941,10022891,Porphyrins urine increased,Investigations
10059942,10022891,Porphyrins urine decreased,Investigations
10064168,10022891,Porphyrins stool increased,Investigations
10065290,10022891,Stool haemoglobin-haptoglobin complex increased,Investigations
10072324,10022891,Coproporphyrinogen decreased,Investigations
10072339,10022891,Coproporphyrinogen,Investigations
10005784,10022891,Blood pyruvic acid,Investigations
10005785,10022891,Blood pyruvic acid abnormal,Investigations
10005786,10022891,Blood pyruvic acid decreased,Investigations
10005787,10022891,Blood pyruvic acid increased,Investigations
10005788,10022891,Blood pyruvic acid normal,Investigations
10005858,10022891,Blood uric acid,Investigations
10005860,10022891,Blood uric acid decreased,Investigations
10005861,10022891,Blood uric acid increased,Investigations
10005862,10022891,Blood uric acid normal,Investigations
10011710,10022891,Cyclic AMP,Investigations
10011779,10022891,Cysteine urine absent,Investigations
10020366,10022891,Homocysteine urine absent,Investigations
10048473,10022891,Retinol binding protein decreased,Investigations
10049733,10022891,Blood homocysteine increased,Investigations
10049734,10022891,Blood homocysteine decreased,Investigations
10049735,10022891,Blood homocysteine abnormal,Investigations
10049736,10022891,Blood homocysteine normal,Investigations
10050342,10022891,5-hydroxyindolacetic acid,Investigations
10050734,10022891,Atrial natriuretic peptide,Investigations
10050929,10022891,Pyruvate kinase,Investigations
10051183,10022891,5-hydroxyindolacetic acid in urine increased,Investigations
10053115,10022891,Cystine urine,Investigations
10053116,10022891,Cystine urine present,Investigations
10053117,10022891,Cysteine urine,Investigations
10053118,10022891,Cysteine urine present,Investigations
10053120,10022891,Homocysteine urine,Investigations
10053121,10022891,Homocysteine urine present,Investigations
10053400,10022891,Endothelin increased,Investigations
10053401,10022891,Endothelin,Investigations
10053402,10022891,Endothelin decreased,Investigations
10053403,10022891,Endothelin abnormal,Investigations
10053404,10022891,Endothelin normal,Investigations
10053405,10022891,Brain natriuretic peptide increased,Investigations
10053406,10022891,Brain natriuretic peptide,Investigations
10053407,10022891,Brain natriuretic peptide decreased,Investigations
10053408,10022891,Brain natriuretic peptide abnormal,Investigations
10053409,10022891,Brain natriuretic peptide normal,Investigations
10053410,10022891,Atrial natriuretic peptide abnormal,Investigations
10053411,10022891,Atrial natriuretic peptide normal,Investigations
10053412,10022891,Atrial natriuretic peptide increased,Investigations
10053413,10022891,Atrial natriuretic peptide decreased,Investigations
10053839,10022891,Ubiquinone decreased,Investigations
10057118,10022891,Urine homocystine present,Investigations
10057159,10022891,Urine homocystine,Investigations
10057593,10022891,Blood ketone body,Investigations
10057594,10022891,Blood ketone body increased,Investigations
10057595,10022891,Blood ketone body decreased,Investigations
10057596,10022891,Urine ketone body absent,Investigations
10057597,10022891,Urine ketone body present,Investigations
10057598,10022891,Blood ketone body present,Investigations
10057600,10022891,Blood ketone body absent,Investigations
10057975,10022891,Lactate pyruvate ratio,Investigations
10057976,10022891,Lactate pyruvate ratio abnormal,Investigations
10057977,10022891,Lactate pyruvate ratio increased,Investigations
10057978,10022891,Lactate pyruvate ratio decreased,Investigations
10057980,10022891,Lactate pyruvate ratio normal,Investigations
10058417,10022891,Hyaluronic acid,Investigations
10058418,10022891,Hyaluronic acid normal,Investigations
10058419,10022891,Hyaluronic acid abnormal,Investigations
10058420,10022891,Hyaluronic acid increased,Investigations
10058421,10022891,Hyaluronic acid decreased,Investigations
10058609,10022891,Pyruvate kinase increased,Investigations
10058610,10022891,Urine calcium/creatinine ratio increased,Investigations
10058611,10022891,5-hydroxyindolacetic acid increased,Investigations
10058613,10022891,Pyruvate kinase decreased,Investigations
10058614,10022891,Urine calcium/creatinine ratio decreased,Investigations
10058615,10022891,5-hydroxyindolacetic acid in urine decreased,Investigations
10058616,10022891,5-hydroxyindolacetic acid decreased,Investigations
10058624,10022891,Urine calcium/creatinine ratio,Investigations
10059222,10022891,Urine ketone body,Investigations
10059922,10022891,Retinol binding protein,Investigations
10059972,10022891,5-hydroxyindolacetic acid in urine,Investigations
10060033,10022891,Glyceric acid urine increased,Investigations
10060757,10022891,Glyceric acid urine,Investigations
10061286,10022891,Metabolic function test abnormal,Investigations
10061433,10022891,Retinol binding protein increased,Investigations
10061727,10022891,Blood uric acid abnormal,Investigations
10062191,10022891,Metabolic function test,Investigations
10062192,10022891,Metabolic function test normal,Investigations
10062681,10022891,Blood citric acid,Investigations
10062682,10022891,Blood citric acid increased,Investigations
10062683,10022891,Blood citric acid decreased,Investigations
10062768,10022891,Blood citric acid abnormal,Investigations
10062769,10022891,Blood citric acid normal,Investigations
10062994,10022891,Blood homocysteine,Investigations
10063207,10022891,Hydroxyproline increased,Investigations
10063208,10022891,Hydroxyproline,Investigations
10064603,10022891,Cyclic AMP increased,Investigations
10064604,10022891,Cyclic AMP decreased,Investigations
10064638,10022891,Cyclic AMP abnormal,Investigations
10064639,10022891,Cyclic AMP normal,Investigations
10067803,10022891,N-terminal prohormone brain natriuretic peptide,Investigations
10068091,10022891,Hydroxyproline decreased,Investigations
10068092,10022891,Hydroxyproline abnormal,Investigations
10068174,10022891,Ubiquinone,Investigations
10068857,10022891,Indirect calorimetry,Investigations
10068858,10022891,Direct calorimetry,Investigations
10069456,10022891,Succinylacetone,Investigations
10069457,10022891,Succinylacetone increased,Investigations
10069458,10022891,Succinylacetone decreased,Investigations
10071604,10022891,Drug metabolising enzyme test,Investigations
10071605,10022891,Drug metabolising enzyme test normal,Investigations
10071606,10022891,Drug metabolising enzyme test abnormal,Investigations
10071607,10022891,Drug metabolising enzyme increased,Investigations
10071608,10022891,Drug metabolising enzyme decreased,Investigations
10071659,10022891,N-terminal prohormone brain natriuretic peptide normal,Investigations
10071660,10022891,N-terminal prohormone brain natriuretic peptide abnormal,Investigations
10071661,10022891,N-terminal prohormone brain natriuretic peptide decreased,Investigations
10071662,10022891,N-terminal prohormone brain natriuretic peptide increased,Investigations
10072962,10022891,Organic acid analysis abnormal,Investigations
10072963,10022891,Organic acid analysis,Investigations
10076538,10022891,Antioxidant capacity test,Investigations
10077780,10022891,Prohormone brain natriuretic peptide,Investigations
10077781,10022891,Prohormone brain natriuretic peptide increased,Investigations
10077782,10022891,Prohormone brain natriuretic peptide decreased,Investigations
10077783,10022891,Prohormone brain natriuretic peptide abnormal,Investigations
10080361,10022891,Ubiquinone increased,Investigations
10083707,10022891,Sialic acid increased,Investigations
10083758,10022891,Glycolic acid increased,Investigations
10084967,10022891,Purines,Investigations
10084970,10022891,Purines increased,Investigations
10084973,10022891,Purines decreased,Investigations
10084975,10022891,Purines abnormal,Investigations
10084976,10022891,Purines normal,Investigations
10086599,10022891,Cystine deposit in tissue,Investigations
10086600,10022891,Cystine deposit in tissue increased,Investigations
10088926,10022891,Urine potassium/creatinine ratio,Investigations
10005524,10022891,Blood folate,Investigations
10005525,10022891,Blood folate abnormal,Investigations
10005527,10022891,Blood folate decreased,Investigations
10005528,10022891,Blood folate increased,Investigations
10005529,10022891,Blood folate normal,Investigations
10007674,10022891,Carotene,Investigations
10007676,10022891,Carotene decreased,Investigations
10007677,10022891,Carotene increased,Investigations
10007678,10022891,Carotene normal,Investigations
10047602,10022891,Vitamin B12,Investigations
10047605,10022891,Vitamin B12 absorption test,Investigations
10047606,10022891,Vitamin B12 absorption test abnormal,Investigations
10047607,10022891,Vitamin B12 absorption test normal,Investigations
10047608,10022891,Vitamin B12 decreased,Investigations
10047610,10022891,Vitamin B12 increased,Investigations
10047611,10022891,Vitamin B12 normal,Investigations
10047613,10022891,Vitamin B6,Investigations
10047614,10022891,Vitamin B6 abnormal,Investigations
10047616,10022891,Vitamin B6 decreased,Investigations
10047618,10022891,Vitamin B6 increased,Investigations
10047619,10022891,Vitamin B6 normal,Investigations
10047620,10022891,Vitamin C,Investigations
10047622,10022891,Vitamin C decreased,Investigations
10047624,10022891,Vitamin C increased,Investigations
10047625,10022891,Vitamin C normal,Investigations
10050712,10022891,Vitamin A,Investigations
10050713,10022891,Vitamin D,Investigations
10050971,10022891,Vitamin E increased,Investigations
10053810,10022891,"Blood 1,25-dihydroxycholecalciferol increased",Investigations
10053811,10022891,"Blood 1,25-dihydroxycholecalciferol decreased",Investigations
10053812,10022891,Blood 25-hydroxycholecalciferol increased,Investigations
10053813,10022891,Blood 25-hydroxycholecalciferol decreased,Investigations
10058738,10022891,Vitamin E decreased,Investigations
10058739,10022891,Vitamin B1 increased,Investigations
10058740,10022891,Vitamin B1 decreased,Investigations
10058741,10022891,Vitamin B2 increased,Investigations
10058742,10022891,Vitamin B2 decreased,Investigations
10058743,10022891,Vitamin K increased,Investigations
10058744,10022891,Vitamin K decreased,Investigations
10058757,10022891,Urine vitamin K increased,Investigations
10058758,10022891,Urine vitamin K decreased,Investigations
10058765,10022891,Vitamin E,Investigations
10058766,10022891,Vitamin B1,Investigations
10058767,10022891,Vitamin B2,Investigations
10058768,10022891,Vitamin K,Investigations
10058769,10022891,Nicotinamide increased,Investigations
10058770,10022891,Nicotinamide,Investigations
10058796,10022891,Nicotinamide decreased,Investigations
10059897,10022891,"Blood 1,25-dihydroxycholecalciferol",Investigations
10059936,10022891,Blood 25-hydroxycholecalciferol,Investigations
10061413,10022891,Vitamin C abnormal,Investigations
10061743,10022891,Carotene abnormal,Investigations
10062134,10022891,Vitamin D increased,Investigations
10062183,10022891,Vitamin A abnormal,Investigations
10062184,10022891,Vitamin A decreased,Investigations
10062185,10022891,Vitamin A increased,Investigations
10062186,10022891,Vitamin A normal,Investigations
10062187,10022891,Vitamin B12 abnormal,Investigations
10062188,10022891,Vitamin D abnormal,Investigations
10062189,10022891,Vitamin D decreased,Investigations
10085166,10022891,Holotranscobalamin decreased,Investigations
10086213,10022891,Holotranscobalamin test,Investigations
10088154,10022891,Vitamin test,Investigations
10018654,10022891,Gram stain,Investigations
10018655,10022891,Gram stain negative,Investigations
10018656,10022891,Gram stain positive,Investigations
10059421,10022891,Bacterial test positive,Investigations
10065004,10022891,Bacterial test negative,Investigations
10068074,10022891,Bacterial test,Investigations
10069956,10022891,Actinomyces test positive,Investigations
10069957,10022891,Aeromonas test positive,Investigations
10069958,10022891,Bacteroides test positive,Investigations
10069959,10022891,Bifidobacterium test positive,Investigations
10069960,10022891,Burkholderia test positive,Investigations
10069961,10022891,Bacillus test positive,Investigations
10069962,10022891,Acinetobacter test positive,Investigations
10069963,10022891,Citrobacter test positive,Investigations
10069964,10022891,Empedobacter test positive,Investigations
10070000,10022891,Lactobacillus test positive,Investigations
10070001,10022891,Micrococcus test positive,Investigations
10070002,10022891,Morganella test positive,Investigations
10070003,10022891,Peptostreptococcus test positive,Investigations
10070005,10022891,Rhodococcus test positive,Investigations
10070006,10022891,Stenotrophomonas test positive,Investigations
10070007,10022891,Flavobacterium test positive,Investigations
10070008,10022891,Stomatococcus test positive,Investigations
10070009,10022891,Veillonella test positive,Investigations
10070010,10022891,Bordetella test positive,Investigations
10070011,10022891,Borrelia test positive,Investigations
10070019,10022891,Pantoea agglomerans test positive,Investigations
10070021,10022891,Brucella test positive,Investigations
10070022,10022891,Cronobacter test positive,Investigations
10070023,10022891,Enterobacter test positive,Investigations
10070024,10022891,Enterococcus test positive,Investigations
10070025,10022891,Campylobacter test positive,Investigations
10070026,10022891,Capnocytophaga test positive,Investigations
10070027,10022891,Clostridium test positive,Investigations
10070028,10022891,Corynebacterium test positive,Investigations
10070052,10022891,Staphylococcus test positive,Investigations
10070054,10022891,Streptobacillus test positive,Investigations
10070055,10022891,Streptococcus test positive,Investigations
10070086,10022891,Raoultella test positive,Investigations
10070089,10022891,Erysipelothrix test positive,Investigations
10070090,10022891,Escherichia test positive,Investigations
10070091,10022891,Klebsiella test positive,Investigations
10070092,10022891,Legionella test positive,Investigations
10070093,10022891,Leptospira test positive,Investigations
10070094,10022891,Listeria test positive,Investigations
10070095,10022891,Moraxella test positive,Investigations
10070096,10022891,Neisseria test positive,Investigations
10070097,10022891,Francisella test positive,Investigations
10070098,10022891,Fusobacterium test positive,Investigations
10070099,10022891,Gardnerella test positive,Investigations
10070100,10022891,Haemophilus test positive,Investigations
10070101,10022891,Helicobacter test positive,Investigations
10070127,10022891,Salmonella test positive,Investigations
10070128,10022891,Serratia test positive,Investigations
10070129,10022891,Shigella test positive,Investigations
10070130,10022891,Spirillum test positive,Investigations
10070131,10022891,Nocardia test positive,Investigations
10070132,10022891,Pasteurella test positive,Investigations
10070133,10022891,Porphyromonas test positive,Investigations
10070134,10022891,Proteus test positive,Investigations
10070135,10022891,Pseudomonas test positive,Investigations
10070156,10022891,Ureaplasma test positive,Investigations
10070157,10022891,Bartonella test positive,Investigations
10070158,10022891,Treponema test positive,Investigations
10070159,10022891,Chlamydia test positive,Investigations
10070160,10022891,Mycoplasma test positive,Investigations
10070161,10022891,Vibrio test positive,Investigations
10070162,10022891,Yersinia test positive,Investigations
10070193,10022891,Typhus rickettsia test positive,Investigations
10070194,10022891,Coxiella test positive,Investigations
10070195,10022891,Ehrlichia test positive,Investigations
10070196,10022891,Spotted fever rickettsia test positive,Investigations
10070269,10022891,Brucella test negative,Investigations
10070270,10022891,Clostridium test,Investigations
10070271,10022891,Clostridium test negative,Investigations
10070272,10022891,Chlamydia test,Investigations
10070273,10022891,Chlamydia test negative,Investigations
10070274,10022891,Corynebacterium test,Investigations
10070277,10022891,Bordetella test,Investigations
10070278,10022891,Bordetella test negative,Investigations
10070279,10022891,Borrelia test,Investigations
10070280,10022891,Borrelia test negative,Investigations
10070281,10022891,Brucella test,Investigations
10070398,10022891,Corynebacterium test negative,Investigations
10070399,10022891,Ehrlichia test,Investigations
10070400,10022891,Helicobacter test,Investigations
10070401,10022891,Treponema test,Investigations
